customer_id,customer_name,age,email,country,postal_code,feedback_rating,sales_amount,visit_date,visit_time,favorite_dish
34,Adrea Dallyn,42,adallynx@google.com.au,Peru,,4,7211.46,6/14/2021,24,pasta
35,Correy Findon,74,cfindony@europa.eu,Colombia,083010,5,6653.24,3/2/2020,22,pizza
36,Winni Murty,38,wmurtyz@ifeng.com,Russia,185035,5,8721.17,8/27/2020,11,burger
37,Willdon Pierri,24,wpierri10@msn.com,China,,3,5490.82,10/22/2021,19,pasta
38,Oralle Pratton,54,opratton11@go.com,France,33100,4,1607.26,3/6/2021,4,pizza
39,Gradey Daffey,40,gdaffey12@ycombinator.com,Argentina,4178,1,3124.09,3/19/2021,10,pasta
40,Lona Spink,31,lspink13@nsw.gov.au,Poland,62-031,4,8184.11,8/1/2020,21,burger
41,Ludovika Clapperton,84,lclapperton14@plala.or.jp,Indonesia,,5,9824.27,10/29/2021,1,burger
42,Anatol Delacoste,84,adelacoste15@npr.org,Indonesia,,4,5626.27,10/4/2020,24,pasta
43,Stormi Bogart,47,sbogart16@earthlink.net,El Salvador,,5,7118.03,3/15/2021,22,pizza
44,Salomi Ovanesian,65,sovanesian17@wikipedia.org,Panama,,1,1176.51,8/26/2020,13,burger
45,Joya Corragan,21,jcorragan18@about.me,Philippines,3119,4,8321.28,4/26/2020,1,pizza
46,Jo Tootal,26,jtootal19@nba.com,Portugal,4905-074,1,8030.78,6/21/2020,14,burger
47,Tristam Ivanisov,39,tivanisov1a@cpanel.net,Mexico,59762,2,9476.92,2/8/2021,22,pizza
48,Kimberli Baynton,76,kbaynton1b@nytimes.com,Japan,993-0075,2,8002.82,4/23/2021,5,pasta
49,Wang Ramble,50,wramble1c@drupal.org,South Africa,1916,5,3679.27,8/28/2021,20,pizza
50,Kingston Dionisii,26,kdionisii1d@shop-pro.jp,Sri Lanka,11830,3,2414.25,3/3/2020,13,pasta
51,Wilek Ambrosoni,51,wambrosoni1e@japanpost.jp,Cuba,,4,4076.89,4/19/2021,20,pasta
52,Genny Lightwing,81,glightwing1f@unc.edu,South Africa,1933,2,1092.53,1/28/2021,15,pasta
53,Alvy Ladon,22,aladon1g@clickbank.net,France,17209 CEDEX,4,7713.03,12/23/2021,15,burger
54,Thorndike Sherringham,37,tsherringham1h@qq.com,Philippines,9201,4,9107.99,2/26/2021,0,pizza
55,Marieann Tighe,56,mtighe1i@un.org,Russia,678831,2,9541.94,6/12/2021,5,pasta
56,Charla Ciobutaru,82,cciobutaru1j@bbb.org,China,,1,1123.86,5/30/2021,18,pizza
57,Ulrica Voller,70,uvoller1k@google.nl,Ethiopia,,5,5247.91,12/25/2020,1,pizza
58,Garald Ghidini,40,gghidini1l@instagram.com,Greece,,1,779.71,6/17/2021,7,burger
59,Zebedee Owers,80,zowers1m@nih.gov,Netherlands,1814,4,2982.74,6/10/2021,9,burger
60,Etan Piller,69,epiller1n@mozilla.com,Japan,981-4305,1,6324.51,12/27/2021,21,burger
61,Timmie Herley,41,therley1o@dot.gov,Croatia,53260,3,7707.14,6/23/2020,3,pasta
62,Gary Moulton,33,gmoulton1p@xrea.com,Ukraine,,2,8911.31,4/4/2020,2,burger
63,Wye Millson,27,wmillson1q@mail.ru,Philippines,3303,2,677.95,7/27/2021,17,pasta
64,Hazel Hatherley,24,hhatherley1r@princeton.edu,South Korea,,1,4076.87,2/13/2020,15,burger
65,Stefa Haslewood,69,shaslewood1s@washington.edu,Argentina,7223,5,7770.51,11/25/2020,14,burger
66,Ky Lymer,32,klymer1t@bizjournals.com,Philippines,8307,4,6081.1,5/21/2021,21,burger
67,Elberta Asmus,59,easmus1u@dailymotion.com,Philippines,6405,1,1486.16,6/4/2020,19,burger
68,Josepha Earpe,19,jearpe1v@msu.edu,Indonesia,,4,6403.92,5/9/2020,18,burger
69,Nessie Stappard,63,nstappard1w@disqus.com,Poland,34-142,3,971.58,6/5/2020,1,burger
70,Magdaia Leman,61,mleman1x@elegantthemes.com,Sweden,403 13,5,7270.9,2/12/2021,7,pasta
71,Rosemary Crosfeld,27,rcrosfeld1y@odnoklassniki.ru,Portugal,2070-305,4,2159.0,7/30/2020,18,pizza
72,Jamison Ashling,53,jashling1z@wsj.com,France,81017 CEDEX 9,4,8206.53,11/15/2020,11,burger
73,Vern Thackham,81,vthackham20@pagesperso-orange.fr,Indonesia,,1,78.72,11/11/2020,4,burger
74,Lillian Kalinsky,82,lkalinsky21@utexas.edu,China,,5,5082.46,1/13/2021,14,pizza
75,Dahlia Gallaway,33,dgallaway22@blogspot.com,Japan,999-4201,4,6976.36,11/30/2021,15,pizza
76,Orelle Brant,46,obrant23@vistaprint.com,Palau,,2,606.42,1/5/2021,20,pasta
77,Alisander Saphir,26,asaphir24@tuttocitta.it,South Africa,0557,3,7209.69,11/7/2020,9,pizza
78,Guillema Doughton,55,gdoughton25@prweb.com,Armenia,,4,4833.54,10/28/2021,22,pasta
79,Kathlin Cassells,20,kcassells26@statcounter.com,China,,4,2233.47,4/27/2020,6,pasta
80,Luigi Want,31,lwant27@privacy.gov.au,China,,2,9193.56,5/25/2021,19,pasta
81,Celisse Jemmett,77,cjemmett28@flickr.com,Philippines,5401,4,8677.39,7/26/2021,17,burger
82,Arvy Adlam,42,aadlam29@theglobeandmail.com,China,,2,8604.75,8/25/2020,9,pasta
83,Lexine Plumer,61,lplumer2a@apache.org,Slovenia,2310,2,6684.4,3/27/2020,20,pasta
84,Dorothea Ties,84,dties2b@hao123.com,Gambia,,4,9976.03,11/4/2020,19,burger
85,Clyde Peyro,47,cpeyro2c@wiley.com,Poland,37-723,5,4484.27,6/14/2020,7,burger
86,Jamill Sollowaye,82,jsollowaye2d@scribd.com,France,61891 CEDEX 9,5,3196.29,8/29/2020,23,pizza
87,Udell Demongeot,81,udemongeot2e@fotki.com,Yemen,,5,5207.16,6/19/2021,20,pasta
88,Orton Bolden,79,obolden2f@nifty.com,Indonesia,,3,8033.13,6/10/2020,8,pasta
89,Cahra Shyres,54,cshyres2g@ca.gov,Russia,694630,1,3432.89,12/24/2021,9,pizza
90,Vinson Wynrehame,26,vwynrehame2h@mlb.com,Tanzania,,1,7382.36,11/2/2021,20,burger
91,Drusi Horbart,27,dhorbart2i@army.mil,Tanzania,,3,3124.45,1/7/2021,19,burger
92,Billy Tongue,35,btongue2j@dailymail.co.uk,China,,5,8503.1,2/17/2020,9,pasta
93,Prue Antognazzi,19,pantognazzi2k@howstuffworks.com,Russia,646130,1,9958.26,8/1/2021,21,pizza
94,Oliver Treneman,48,otreneman2l@instagram.com,Philippines,7010,5,8990.35,7/10/2021,5,pasta
95,Franky Chubb,71,fchubb2m@ucsd.edu,Indonesia,,3,292.65,3/5/2020,15,pasta
96,Mata Parkisson,63,mparkisson2n@senate.gov,Colombia,175038,1,174.14,6/12/2020,10,pasta
97,Richmound Yeatman,59,ryeatman2o@tmall.com,China,,3,5390.97,10/24/2021,21,burger
98,Norry Spellecy,36,nspellecy2p@instagram.com,Afghanistan,,2,9790.86,9/20/2020,22,pizza
99,Gillie Davison,70,gdavison2q@mysql.com,Honduras,,2,4291.06,8/29/2020,17,pizza
100,Sheelah McConnel,76,smcconnel2r@infoseek.co.jp,Russia,423555,2,243.62,7/6/2020,9,pizza
101,Hamish Luckey,85,hluckey2s@meetup.com,Japan,663-8247,1,3620.02,8/14/2021,22,pizza
102,Nanny How to preserve,51,nhow2t@mozilla.com,Nigeria,,2,1141.1,9/23/2021,12,burger
103,Olly Hirthe,33,ohirthe2u@samsung.com,China,,2,3231.88,4/30/2021,17,burger
104,Alyss Freshwater,43,afreshwater2v@biglobe.ne.jp,Kazakhstan,,4,7113.7,7/14/2021,10,pizza
105,Benjamin Sherwood,20,bsherwood2w@mlb.com,Philippines,8407,1,4426.82,8/20/2021,17,pizza
106,Ferdinande Janks,46,fjanks2x@ed.gov,Thailand,93120,5,8449.15,7/30/2020,4,pasta
107,Eugenius Margerrison,39,emargerrison2y@jiathis.com,China,,3,1725.22,10/31/2020,24,pasta
108,Nonnah Gross,46,ngross2z@sbwire.com,Iran,,1,3925.45,8/1/2021,23,pasta
109,Ivy Souter,27,isouter30@lycos.com,Gabon,,3,9372.8,6/23/2021,4,pasta
110,Ellynn Roalfe,74,eroalfe31@census.gov,Indonesia,,1,796.7,9/20/2021,5,pasta
111,Humberto Uvedale,73,huvedale32@prnewswire.com,China,,3,6540.73,8/23/2021,2,pasta
112,Silva Weeke,78,sweeke33@privacy.gov.au,Ecuador,,3,3076.76,10/19/2020,11,pizza
113,Abbey Randal,39,arandal34@squarespace.com,China,,3,4544.36,2/29/2020,14,pizza
114,Arlan Brockelsby,71,abrockelsby35@sakura.ne.jp,Belarus,,5,351.48,6/12/2021,23,burger
115,Denny Sansam,72,dsansam36@printfriendly.com,Brazil,69970-000,4,9707.01,6/20/2020,9,pizza
116,Paulie William,46,pwilliam37@businessinsider.com,Belgium,9404,4,6588.98,10/13/2021,11,burger
117,Annmaria MacKellar,20,amackellar38@mozilla.com,Portugal,6090-075,1,7445.31,1/12/2021,2,pasta
118,Mord Caird,23,mcaird39@mediafire.com,China,,2,3460.94,2/13/2020,21,burger
119,Josiah Fifield,31,jfifield3a@vinaora.com,Canada,J6S,5,7651.07,1/30/2020,13,burger
120,Herc Poltun,25,hpoltun3b@home.pl,Portugal,3060-816,1,5922.94,12/28/2020,8,burger
121,Nathalia Arkill,53,narkill3c@last.fm,Indonesia,,5,8423.94,9/9/2021,11,burger
122,Parsifal Curston,37,pcurston3d@usatoday.com,China,,5,7498.16,12/29/2020,10,burger
123,Marcela Roadknight,30,mroadknight3e@indiatimes.com,Finland,14201,5,7348.66,1/11/2021,15,pizza
124,Cherri Baudy,18,cbaudy3f@quantcast.com,Vietnam,,1,24.88,11/16/2020,5,burger
125,Marie Turmall,64,mturmall3g@epa.gov,Sweden,701 48,2,1090.59,8/28/2020,8,pasta
126,Anthony Lambal,74,alambal3h@storify.com,Bhutan,,5,5215.42,3/26/2020,13,burger
127,Arlene Arundel,28,aarundel3i@spotify.com,Albania,,2,7729.53,3/3/2021,3,pizza
128,Judi Yitzhak,60,jyitzhak3j@desdev.cn,France,16919 CEDEX 9,3,8635.75,10/18/2020,21,pizza
129,Eirena Stidson,78,estidson3k@de.vu,Brazil,89820-000,2,917.28,2/13/2021,15,burger
130,Dene Kerbler,70,dkerbler3l@acquirethisname.com,Peru,,3,3440.72,1/1/2020,2,pizza
131,Magda Stormonth,49,mstormonth3m@unesco.org,Colombia,081048,2,3986.1,10/19/2021,22,pasta
132,Perle Voice,51,pvoice3n@narod.ru,China,,1,6265.97,5/30/2021,5,pizza
133,Trescha Pawel,54,tpawel3o@google.nl,Bahamas,,5,8218.79,1/12/2021,1,pizza
134,Marion Trengrouse,25,mtrengrouse3p@mapy.cz,Sweden,621 75,3,3921.17,11/30/2020,23,pizza
135,Erl Iacovelli,72,eiacovelli3q@cnet.com,Czech Republic,364 01,1,359.96,10/22/2020,22,pasta
136,Celestine Ondrusek,47,condrusek3r@blogs.com,Greece,,5,2854.44,10/17/2020,4,burger
137,Bobette Calafato,50,bcalafato3s@chicagotribune.com,Brazil,11630-000,5,3831.98,11/17/2020,3,burger
138,Percy Machel,18,pmachel3t@instagram.com,Canada,T4H,5,2920.14,7/28/2021,19,pizza
139,Gerald Mouton,35,gmouton3u@discovery.com,Russia,368156,1,1227.19,6/5/2021,9,pasta
140,Cybill Tampion,44,ctampion3v@phoca.cz,Peru,,1,32.35,7/12/2021,18,burger
141,Lilly Cacacie,49,lcacacie3w@dyndns.org,China,,1,4076.54,4/6/2020,18,burger
142,Faith Sadler,74,fsadler3x@who.int,China,,5,1653.84,3/8/2021,14,pizza
143,Priscella Allwell,19,pallwell3y@wikipedia.org,Indonesia,,2,9794.7,6/2/2021,0,pasta
144,Antonia Medeway,18,amedeway3z@slideshare.net,Argentina,6309,1,3298.15,3/12/2021,5,pasta
145,Willdon Dollin,40,wdollin40@merriam-webster.com,Japan,981-4121,5,3409.17,9/7/2021,4,burger
146,Chas Walkowski,35,cwalkowski41@domainmarket.com,China,,3,5720.2,7/24/2020,12,burger
147,Hally Marmon,50,hmarmon42@tmall.com,Cuba,,2,3892.53,7/1/2021,14,pizza
148,Lynnea Kohen,78,lkohen43@hud.gov,China,,2,7724.15,10/29/2020,15,pizza
149,Yuri Malley,20,ymalley44@typepad.com,Senegal,,5,262.53,1/5/2020,12,burger
150,Editha Veld,37,eveld45@furl.net,Rwanda,,3,4922.36,4/29/2020,23,pizza
151,Carroll MacCrosson,66,cmaccrosson46@photobucket.com,Ecuador,,5,2163.03,10/14/2020,11,burger
152,Tonnie Fleeming,84,tfleeming47@seattletimes.com,Libya,,5,1784.65,2/26/2020,1,pasta
153,Zacharia Jeves,23,zjeves48@prweb.com,China,,3,6756.12,7/25/2020,22,pasta
154,Johannah Blabey,29,jblabey49@oracle.com,China,,3,840.0,12/7/2020,7,pasta
155,Saw Sayse,53,ssayse4a@si.edu,Indonesia,,4,427.46,12/30/2021,5,pizza
156,Ephrem D'Abbot-Doyle,71,edabbotdoyle4b@ycombinator.com,Poland,86-105,5,9538.92,5/9/2020,2,burger
157,Grete Holbarrow,31,gholbarrow4c@meetup.com,Japan,937-0814,2,5136.5,12/23/2020,12,burger
158,Jodi Licas,80,jlicas4d@yale.edu,Argentina,3100,5,7786.66,9/24/2020,15,pizza
159,Joana Burchatt,71,jburchatt4e@chron.com,China,,5,2870.29,12/4/2020,21,burger
160,Lawry Hyndson,33,lhyndson4f@privacy.gov.au,Haiti,,5,566.04,3/11/2021,2,pizza
161,Omero aManger,79,oamanger4g@webeden.co.uk,Paraguay,,1,6812.67,5/13/2020,1,pizza
162,Byran Jaggs,53,bjaggs4h@dyndns.org,Pakistan,68220,2,3451.89,7/24/2021,23,pizza
163,Warde McPheat,58,wmcpheat4i@bloomberg.com,China,,5,9115.38,11/22/2020,23,burger
164,Hazel Capps,69,hcapps4j@arstechnica.com,China,,2,2452.95,7/16/2020,12,pasta
165,Homer Indge,24,hindge4k@cornell.edu,Brazil,86180-000,4,7028.96,3/21/2020,12,burger
166,Carolus Bellam,35,cbellam4l@seesaa.net,Russia,188668,4,2508.92,10/1/2021,3,pasta
167,Nat Eyres,45,neyres4m@irs.gov,Philippines,4323,4,4376.19,10/21/2020,3,pizza
168,Aubert Lickorish,31,alickorish4n@freewebs.com,China,,4,5852.06,12/20/2020,18,pizza
169,Wallace Myall,30,wmyall4o@mapy.cz,China,,5,7025.17,11/30/2021,17,burger
170,Laverna Wigfield,62,lwigfield4p@who.int,Liberia,,3,2899.47,2/21/2020,7,pasta
171,Cooper Hulmes,66,chulmes4q@tmall.com,Greece,,1,324.32,6/17/2021,24,burger
172,Charissa Caban,60,ccaban4r@blogs.com,Philippines,4203,1,7281.41,7/1/2020,13,pasta
173,Thorn Greenhill,26,tgreenhill4s@homestead.com,China,,1,2788.75,11/16/2020,22,burger
174,Vaughn Kalewe,68,vkalewe4t@europa.eu,Uzbekistan,,3,8442.75,11/29/2020,24,pasta
175,Didi Huxley,24,dhuxley4u@bizjournals.com,Brazil,13500-000,1,469.69,3/24/2020,1,pizza
176,Jammie Croshaw,27,jcroshaw4v@pbs.org,Brazil,18730-000,5,9656.24,8/25/2021,10,pasta
177,Idalia Gotecliffe,55,igotecliffe4w@ox.ac.uk,Russia,689400,4,6285.32,4/6/2020,8,pasta
178,Loren Windrass,38,lwindrass4x@people.com.cn,Peru,,2,1363.09,11/24/2021,12,burger
179,Gerianne Iacovelli,33,giacovelli4y@nymag.com,Indonesia,,2,895.9,9/12/2020,20,pasta
180,Donica Marley,60,dmarley4z@rambler.ru,Russia,453839,3,2984.6,4/15/2020,0,burger
181,Bel Risdall,50,brisdall50@loc.gov,Mexico,51690,1,7444.25,4/6/2020,11,burger
182,Korey Dailey,19,kdailey51@bloomberg.com,Russia,309255,2,5853.88,7/24/2020,20,pizza
183,Vanessa Bednall,46,vbednall52@wix.com,Poland,32-541,4,6081.16,9/11/2020,9,pizza
184,Agustin Harnell,78,aharnell53@kickstarter.com,China,,5,5583.04,6/2/2021,11,pizza
185,Swen Bingall,63,sbingall54@theglobeandmail.com,Armenia,,3,5273.08,8/21/2020,9,burger
186,Twyla Brunroth,82,tbrunroth55@purevolume.com,China,,1,3973.55,4/14/2021,10,pasta
187,Kendal Aiskrigg,78,kaiskrigg56@csmonitor.com,Ukraine,,2,4473.93,6/27/2020,12,pizza
188,Althea Dibnah,84,adibnah57@myspace.com,Cambodia,,1,4051.08,4/2/2020,9,burger
189,Janeta Pude,74,jpude58@hao123.com,Croatia,48321,2,3838.8,6/23/2021,17,pizza
190,Kahaleel Yare,43,kyare59@ocn.ne.jp,Philippines,6423,1,8343.98,10/1/2021,19,pasta
191,Guglielmo Brosenius,55,gbrosenius5a@fc2.com,Portugal,2670-755,2,5633.07,6/15/2020,11,pizza
192,Keane Van Weedenburg,61,kvan5b@youtu.be,Armenia,,3,6157.93,3/3/2021,17,pizza
193,Odetta Gaitskill,78,ogaitskill5c@symantec.com,Sweden,686 91,4,5720.91,6/16/2021,23,pizza
194,Pennie Gladwish,80,pgladwish5d@buzzfeed.com,China,,1,4745.4,11/14/2020,15,pasta
195,Matthias Petracchi,84,mpetracchi5e@wunderground.com,Indonesia,,1,1713.68,10/8/2020,22,burger
196,Gibbie Dibbe,47,gdibbe5f@ovh.net,Philippines,7402,2,3136.9,7/5/2021,19,pizza
197,Terrel Coronas,82,tcoronas5g@etsy.com,Portugal,4605-425,3,6996.18,12/15/2021,20,pasta
198,Jo Ciccetti,45,jciccetti5h@dedecms.com,Australia,1391,1,6340.96,3/10/2020,21,burger
199,Ruben Record,26,rrecord5i@hubpages.com,Russia,141707,4,7510.94,8/27/2020,14,burger
200,Arnoldo Bertelmot,47,abertelmot5j@twitter.com,Ecuador,,3,4598.53,4/18/2020,1,pasta
201,Nichols Aylesbury,69,naylesbury5k@cnet.com,Dominican Republic,10510,1,4480.75,11/27/2021,1,pasta
202,Levin Spalton,50,lspalton5l@economist.com,Thailand,48180,1,4926.46,5/19/2021,6,pizza
203,Robert Vaar,23,rvaar5m@tumblr.com,Philippines,6129,2,231.03,7/3/2020,8,burger
204,Tonia Moiser,51,tmoiser5n@independent.co.uk,Russia,674310,5,6349.35,7/14/2020,12,burger
205,Pierrette Illes,30,pilles5o@hp.com,China,,2,9304.4,7/25/2020,6,burger
206,Magdaia Cullinan,42,mcullinan5p@yellowbook.com,Costa Rica,70603,3,8239.08,8/28/2020,4,pizza
207,Fredrick Gensavage,74,fgensavage5q@who.int,China,,5,1116.14,3/2/2020,6,pasta
208,Korie Philcox,34,kphilcox5r@nydailynews.com,Iran,,5,706.0,9/19/2021,0,pizza
209,Robyn Landells,85,rlandells5s@mysql.com,Poland,97-352,2,1221.83,2/2/2020,12,pizza
210,Muire Pavlenko,76,mpavlenko5t@clickbank.net,Brazil,55630-000,4,5245.33,12/28/2021,6,pasta
211,Darill Huikerby,46,dhuikerby5u@senate.gov,Kazakhstan,,5,7734.85,7/12/2020,8,pasta
212,Kathleen Flowerdew,64,kflowerdew5v@delicious.com,China,,3,3319.52,11/1/2021,11,pizza
213,Domenico Skiggs,68,dskiggs5w@etsy.com,Czech Republic,257 08,1,3310.7,3/3/2020,18,pizza
214,Adelle O'Flynn,67,aoflynn5x@eepurl.com,China,,3,4001.54,11/4/2021,10,pasta
215,Dionne Gaiford,79,dgaiford5y@fda.gov,Indonesia,,1,8796.42,10/8/2021,13,burger
216,Ameline Crowthe,77,acrowthe5z@usnews.com,China,,2,4378.94,4/4/2021,8,pizza
217,Robinette Daniells,46,rdaniells60@google.de,Indonesia,,2,8843.54,1/4/2020,23,pasta
218,Lorettalorna Liccardi,33,lliccardi61@cornell.edu,Kenya,,1,1041.13,2/3/2021,17,burger
219,Elenore Aguirrezabala,41,eaguirrezabala62@uiuc.edu,China,,5,109.43,9/7/2020,19,burger
220,Kimberley Mansell,39,kmansell63@parallels.com,China,,4,4841.2,7/30/2020,14,pasta
221,Page Dykins,79,pdykins64@goo.gl,Greece,,4,5199.21,11/19/2020,2,pasta
222,Augie Tilson,62,atilson65@jalbum.net,South Africa,1309,2,361.84,11/28/2020,10,pasta
223,Ag Lamberto,62,alamberto66@wsj.com,Argentina,8138,1,3464.43,3/21/2021,1,pasta
224,Winifred Stillmann,32,wstillmann67@virginia.edu,China,,2,8497.33,9/9/2020,5,pasta
225,Rita Scamp,73,rscamp68@nhs.uk,Vietnam,,5,5456.28,12/20/2021,10,burger
226,Margette Yockley,68,myockley69@state.tx.us,Poland,43-419,5,761.08,10/17/2021,2,pasta
227,Ephraim Josovitz,32,ejosovitz6a@ucoz.ru,Venezuela,,5,7126.32,9/28/2021,12,burger
228,Solomon Deport,75,sdeport6b@soup.io,Kazakhstan,,3,7842.3,9/11/2020,2,pasta
229,Sarette Stapleton,22,sstapleton6c@aboutads.info,Vietnam,,4,3372.04,8/19/2021,10,pasta
230,Coraline Tissier,26,ctissier6d@scientificamerican.com,Peru,,4,3924.33,6/16/2020,6,pizza
231,Kristel Clayhill,44,kclayhill6e@latimes.com,Russia,678600,5,2571.75,6/7/2020,18,pizza
232,Earvin Moon,25,emoon6f@g.co,Portugal,7450-227,4,6302.82,12/29/2020,20,pizza
233,Dorette Ubsdale,29,dubsdale6g@washington.edu,Poland,83-340,1,7054.89,3/20/2020,3,pizza
234,Beck Firminger,78,bfirminger6h@tumblr.com,Indonesia,,5,3098.9,9/25/2020,20,pizza
235,Arlen Mount,66,amount6i@samsung.com,Benin,,5,4896.46,6/17/2021,18,burger
236,Chiquia Hicklingbottom,60,chicklingbottom6j@who.int,Vietnam,,2,4600.69,12/5/2020,22,pasta
237,Claybourne Ferrara,37,cferrara6k@upenn.edu,Indonesia,,5,1045.89,8/25/2021,19,pasta
238,Karola Pabst,35,kpabst6l@si.edu,Croatia,47302,3,8467.29,12/25/2021,3,pizza
239,Inger Elverstone,52,ielverstone6m@liveinternet.ru,Thailand,40160,2,8785.7,5/19/2020,21,burger
240,Hyacinthe Byham,52,hbyham6n@i2i.jp,Philippines,3404,1,9778.87,2/16/2020,9,pasta
241,Judd Varley,59,jvarley6o@europa.eu,Russia,397551,4,4756.39,4/15/2020,24,burger
242,Mitchell Stanmore,33,mstanmore6p@privacy.gov.au,Portugal,3700-871,1,4551.62,5/15/2020,8,pizza
243,Casey Teesdale,37,cteesdale6q@bandcamp.com,Brazil,63180-000,4,202.8,6/22/2020,12,pizza
244,Antonietta Sillars,48,asillars6r@gravatar.com,Honduras,,5,978.42,5/28/2020,20,burger
245,Alf Adamsson,71,aadamsson6s@google.nl,China,,5,2863.15,1/13/2020,6,pizza
246,Chloette Croisdall,27,ccroisdall6t@dell.com,China,,5,6770.81,9/5/2020,1,burger
247,Say Magne,34,smagne6u@people.com.cn,China,,5,5432.32,10/6/2021,1,burger
248,Allina Banger,19,abanger6v@businesswire.com,France,91815 CEDEX,5,7329.09,1/3/2021,15,burger
249,Dolly Murley,19,dmurley6w@spiegel.de,Sweden,791 26,1,9984.25,8/23/2020,4,pizza
250,Zenia Feenan,29,zfeenan6x@ucla.edu,Angola,,2,2575.04,9/13/2021,11,pizza
251,Sophey Pegram,24,spegram6y@statcounter.com,Vanuatu,,2,5416.1,8/6/2020,0,pizza
252,Hoebart Leworthy,21,hleworthy6z@chron.com,United States,31119,2,8378.84,2/25/2020,1,pasta
253,Cleon Champe,59,cchampe70@domainmarket.com,Ukraine,,3,2050.42,10/27/2021,17,pizza
254,Aidan Halliwell,75,ahalliwell71@163.com,China,,3,6347.77,4/20/2020,2,pasta
255,Sharia Brinkworth,75,sbrinkworth72@shinystat.com,Finland,54410,3,8266.3,6/19/2020,19,burger
256,Yorke McLernon,73,ymclernon73@wikimedia.org,China,,5,7117.58,6/19/2020,8,burger
257,Farly Yokley,36,fyokley74@ft.com,China,,4,1280.29,4/7/2021,14,burger
258,Theo Pate,37,tpate75@360.cn,Indonesia,,5,6728.93,5/11/2020,11,burger
259,Currie Guillotin,79,cguillotin76@networkadvertising.org,Croatia,33000,3,8211.77,6/27/2020,16,pasta
260,Cheslie Moggle,66,cmoggle77@aboutads.info,China,,5,1546.28,10/28/2021,4,burger
